File,Wire,Cable,From,From pin,From signal,From terminal,To,To pin,To signal,To terminal,Colour,AWG,Route,Est mm,Splice,Done
WheelSpeed,cab_fout_sh,cab_fout,VRC Front - OUT,shell,,(integral screw clamp - 99 3362 100 04),sp_shield_a (wired on ST185-A-ECU),c1,Front VRC output screen (FL cable) *,,Shield,20,bn_vrc_f_out__bp_870 > bn_bp_870__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__dm_sp_shield_a_Splice,650,,
WheelSpeed,cab_fr_n,cab_fr,ABS Wheel Speed FR,2,VR- (front right),0462-201-16141,VRC Front - IN-R,2,VR- in (FR),(integral screw clamp - 99 3363 100 04),Green,20,bn_bp_390__wss_fr > bn_bp_390__vrc_f_out > bn_vrc_f_out__bp_870 > bn_bp_870__vrc_f_inr,1520,,
WheelSpeed,cab_fr_p,cab_fr,ABS Wheel Speed FR,1,VR+ (front right),0462-201-16141,VRC Front - IN-R,1,VR+ in (FR),(integral screw clamp - 99 3363 100 04),White,20,bn_bp_390__wss_fr > bn_bp_390__vrc_f_out > bn_vrc_f_out__bp_870 > bn_bp_870__vrc_f_inr,1520,,
WheelSpeed,cab_fr_sh,cab_fr,VRC Front - IN-R,3,Screen (FR) - wire inside box to case ring *,(integral screw clamp - 99 3363 100 04),,,,,Shield,20,,,,
WheelSpeed,cab_rl_n,cab_rl,ABS Wheel Speed RL,2,VR- (rear left),0462-201-16141,VRC Rear - IN-L,2,VR- in (RL),(integral screw clamp - 99 3363 100 04),Green,20,bn_bp_1890__wss_rl > bn_bp_1890__bp_2010 > bn_bp_2010__vrc_r_inl,1390,,
WheelSpeed,cab_rl_p,cab_rl,ABS Wheel Speed RL,1,VR+ (rear left),0462-201-16141,VRC Rear - IN-L,1,VR+ in (RL),(integral screw clamp - 99 3363 100 04),White,20,bn_bp_1890__wss_rl > bn_bp_1890__bp_2010 > bn_bp_2010__vrc_r_inl,1390,,
WheelSpeed,cab_rl_sh,cab_rl,VRC Rear - IN-L,3,Screen (RL) - wire inside box to case ring *,(integral screw clamp - 99 3363 100 04),,,,,Shield,20,,,,
WheelSpeed,cab_rout_5v,cab_rout,sp_5v-Splice,1,"Dummy - real part on the owning drawing, 6.15",,VRC Rear - OUT,1,+5V from ECU sensor supply,(integral screw clamp - 99 3362 100 04),Orange,20,bn_bp_1020__dm_sp_5v_Splice > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__bp_1200 > bn_bp_1200__bp_1890 > bn_bp_1890__bp_2010 > bn_bp_2010__bp_2040 > bn_bp_2040__vrc_r_out,2340,,
WheelSpeed,cab_rout_gnd,cab_rout,sp_gndout-Splice,1,"Dummy - real part on the owning drawing, 6.15",,VRC Rear - OUT,2,Sensor ground,(integral screw clamp - 99 3362 100 04),Black,20,bn_bp_1050__dm_sp_gndout_Splice > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__bp_1200 > bn_bp_1200__bp_1890 > bn_bp_1890__bp_2010 > bn_bp_2010__bp_2040 > bn_bp_2040__vrc_r_out,2330,,
WheelSpeed,cab_rout_l,cab_rout,VRC Rear - OUT,3,Conditioned pulse out (RL),(integral screw clamp - 99 3362 100 04),ECU-B-b20,1,"Dummy - real part on the owning drawing, 6.15",,Blue,20,bn_bp_2040__vrc_r_out > bn_bp_2010__bp_2040 > bn_bp_1890__bp_2010 > bn_bp_1200__bp_1890 > bn_bp_1170__bp_1200 > bn_bp_1140__bp_1170 > bn_bp_1140__dm_ecu_b_b20,2360,,
WheelSpeed,cab_rout_r,cab_rout,VRC Rear - OUT,4,Conditioned pulse out (RR),(integral screw clamp - 99 3362 100 04),ECU-B-b19,1,"Dummy - real part on the owning drawing, 6.15",,Violet,20,bn_bp_2040__vrc_r_out > bn_bp_2010__bp_2040 > bn_bp_1890__bp_2010 > bn_bp_1200__bp_1890 > bn_bp_1170__bp_1200 > bn_bp_1140__bp_1170 > bn_bp_1110__bp_1140 > bn_bp_1110__dm_ecu_b_b19,2370,,
WheelSpeed,cab_rout_sh,cab_rout,VRC Rear - OUT,shell,,(integral screw clamp - 99 3362 100 04),sp_shield_b (wired on ST185-A-ECU),c1,Rear VRC output screen and the front FR *,,Shield,20,bn_bp_2040__vrc_r_out > bn_bp_2010__bp_2040 > bn_bp_1890__bp_2010 > bn_bp_1200__bp_1890 > bn_bp_1200__dm_sp_shield_b_Splice,2340,,
WheelSpeed,cab_rr_n,cab_rr,ABS Wheel Speed RR,2,VR- (rear right),0462-201-16141,VRC Rear - IN-R,2,VR- in (RR),(integral screw clamp - 99 3363 100 04),Green,20,bn_bp_1890__wss_rr > bn_bp_1890__bp_2010 > bn_bp_2010__vrc_r_inr,870,,
WheelSpeed,cab_rr_p,cab_rr,ABS Wheel Speed RR,1,VR+ (rear right),0462-201-16141,VRC Rear - IN-R,1,VR+ in (RR),(integral screw clamp - 99 3363 100 04),White,20,bn_bp_1890__wss_rr > bn_bp_1890__bp_2010 > bn_bp_2010__vrc_r_inr,870,,
WheelSpeed,cab_rr_sh,cab_rr,VRC Rear - IN-R,3,Screen (RR) - wire inside box to case ring *,(integral screw clamp - 99 3363 100 04),,,,,Shield,20,,,,
