File,Wire,Cable,From,From pin,From signal,From terminal,To,To pin,To signal,To terminal,Colour,AWG,Route,Est mm,Splice,Done
EngineRoomC,w_acp_2,,A/C Pressure Switch (EWD A5) - 2-wire dual switch,4,Switched out -> A/C AMPLIFIER A18 pin 13 *,8100-0461,"A/C AMPLIFIER A18 (separate module, dash)",13,A/C pressure switch in. EWD p152: A5 pin 4 *,,Yellow,18,bn_bp_150__ac_press > bn_bp_150__bp_180 > bn_bp_180__bp_185 > bn_bp_185__bp_210 > bn_bp_210__bp_240 > bn_bp_240__bp_270 > bn_bp_270__bp_300 > bn_bp_300__bp_330 > bn_bp_330__bp_360 > bn_bp_360__bp_390 > bn_bp_390__bp_420 > bn_bp_420__bp_450 > bn_bp_450__bp_660 > bn_bp_660__bp_690 > bn_bp_690__bp_720 > bn_bp_720__bp_750 > bn_bp_750__bp_780 > bn_bp_780__bp_810 > bn_bp_810__bp_840 > bn_bp_840__bp_870 > bn_bp_870__bp_900 > bn_bp_900__pdb > bn_pdb__bp_960 > bn_bp_960__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__bp_1200 > bn_bp_1200__bp_1230 > bn_bp_1230__bp_1260 > bn_bp_1260__bp_1290 > bn_bp_1290__bp_1320 > bn_bp_1320__dm_acamp18,4160,,
EngineRoomC,w_alt,,"160 A alternator B+, 2 AWG to starter B+",,,,"Starter B+ post - lug 2, 2 AWG from alt",,,,Red,2,bn_bp_420__t_alt_b > bn_bp_420__bp_450 > bn_bp_450__bp_660 > bn_bp_660__bp_690 > bn_bp_690__bp_720 > bn_bp_720__bp_750 > bn_bp_750__bp_780 > bn_bp_780__bp_810 > bn_bp_810__t_starter_b_2,2640,,
EngineRoomC,w_amb_rtn,,A/C Ambient Temp Sensor *,2,Ambient temp sensor return -> A/C amplifier *,8100-0461,AUTO A/C AMPLIFIER A34 = conn C (dash module),Y bus,"Ambient temp sensor return, wire Y. EWD p150.",,Yellow,20,bn_bp_60__amb_temp > bn_bp_60__bp_120 > bn_bp_120__bp_125 > bn_bp_125__bp_150 > bn_bp_150__bp_180 > bn_bp_180__bp_185 > bn_bp_185__bp_210 > bn_bp_210__bp_240 > bn_bp_240__bp_270 > bn_bp_270__bp_300 > bn_bp_300__bp_330 > bn_bp_330__bp_360 > bn_bp_360__bp_390 > bn_bp_390__bp_420 > bn_bp_420__bp_450 > bn_bp_450__bp_660 > bn_bp_660__bp_690 > bn_bp_690__bp_720 > bn_bp_720__bp_750 > bn_bp_750__bp_780 > bn_bp_780__bp_810 > bn_bp_810__bp_840 > bn_bp_840__bp_870 > bn_bp_870__bp_900 > bn_bp_900__pdb > bn_pdb__bp_960 > bn_bp_960__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__bp_1200 > bn_bp_1200__bp_1230 > bn_bp_1230__bp_1260 > bn_bp_1260__bp_1290 > bn_bp_1290__dm_acamp,3550,,
EngineRoomC,w_amb_sig,,A/C Ambient Temp Sensor *,1,Ambient temp signal -> A/C amplifier *,8100-0461,AUTO A/C AMPLIFIER A34 = conn C (dash module),C-6,TAM - ambient temp in. EWD p150: A1 pin 2 *,,Yellow,20,bn_bp_60__amb_temp > bn_bp_60__bp_120 > bn_bp_120__bp_125 > bn_bp_125__bp_150 > bn_bp_150__bp_180 > bn_bp_180__bp_185 > bn_bp_185__bp_210 > bn_bp_210__bp_240 > bn_bp_240__bp_270 > bn_bp_270__bp_300 > bn_bp_300__bp_330 > bn_bp_330__bp_360 > bn_bp_360__bp_390 > bn_bp_390__bp_420 > bn_bp_420__bp_450 > bn_bp_450__bp_660 > bn_bp_660__bp_690 > bn_bp_690__bp_720 > bn_bp_720__bp_750 > bn_bp_750__bp_780 > bn_bp_780__bp_810 > bn_bp_810__bp_840 > bn_bp_840__bp_870 > bn_bp_870__bp_900 > bn_bp_900__pdb > bn_pdb__bp_960 > bn_bp_960__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__bp_1200 > bn_bp_1200__bp_1230 > bn_bp_1230__bp_1260 > bn_bp_1260__bp_1290 > bn_bp_1290__dm_acamp,3550,,
EngineRoomC,w_eps_gnd,,MR-S EHPS pump (A power / B signal / C ignition),A-2,[A 90980-12068 pin 2] GND *,"(Toyota TS terminals, supplied with owned housings)","Engine block stud - lug 3, 8 AWG EPS gnd",,,,Black,8,bn_bp_390__mrs_eps > bn_bp_390__bp_420 > bn_bp_420__bp_450 > bn_bp_450__bp_660 > bn_bp_660__bp_690 > bn_bp_690__bp_720 > bn_bp_720__bp_750 > bn_bp_750__bp_780 > bn_bp_780__t_eng_block_3,1610,,
EngineRoomC,w_eps_pwr,,"MR-S EHPS pump relay (HCR150, engine bay)",87,"+12V out, passenger fender to pump","(ring lug, 8 AWG, M6)",MR-S EHPS pump (A power / B signal / C ignition),A-1,[A 90980-12068 pin 1] +12V from k_eps 87 *,"(Toyota TS terminals, supplied with owned housings)",Red,8,bn_bp_450__k_eps > bn_bp_420__bp_450 > bn_bp_390__bp_420 > bn_bp_390__mrs_eps,280,,
EngineRoomC,w_eps_trig,,ECU-B-b12,1,ECU-B pin B12 (Ign 6) — EPS relay trigger per *,,"MR-S EHPS pump relay (HCR150, engine bay)",85,ACTIVE-LOW Coil - <- ECU-B B12 (Ign 6) *,282110-1,Violet,18,bn_bp_1350__dm_ecu_b_b12 > bn_bp_1320__bp_1350 > bn_bp_1290__bp_1320 > bn_bp_1260__bp_1290 > bn_bp_1230__bp_1260 > bn_bp_1200__bp_1230 > bn_bp_1170__bp_1200 > bn_bp_1140__bp_1170 > bn_bp_1110__bp_1140 > bn_bp_1080__bp_1110 > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_bp_990__bp_1020 > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_450__k_eps,2060,,
EngineRoomC,w_fan2_gnd,,Uprated condenser fan (GND),-,"To EA / engine-room ground stud, 8 AWG",0462-203-08141,"OEM ground EA - lug 2, cond. fan 8 AWG",,,,Black,8,bn_bp_125__fan2_g > bn_bp_125__bp_150 > bn_bp_150__bp_180 > bn_bp_180__bp_185 > bn_bp_185__bp_210 > bn_bp_210__bp_240 > bn_bp_240__bp_270 > bn_bp_270__t_gnd_ea_2,775,,
EngineRoomC,w_fan2_pwr,,"Condenser fan relay (uprated, diode)",87,+12V out to condenser fan,280755-4,Uprated condenser fan (+),+,"From k_fan2 87, 8 AWG",0462-203-08141,Red,8,bn_bp_1050__k_fan2 > bn_bp_1020__bp_1050 > bn_bp_990__bp_1020 > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_420__bp_450 > bn_bp_390__bp_420 > bn_bp_360__bp_390 > bn_bp_330__bp_360 > bn_bp_300__bp_330 > bn_bp_270__bp_300 > bn_bp_240__bp_270 > bn_bp_210__bp_240 > bn_bp_185__bp_210 > bn_bp_180__bp_185 > bn_bp_150__bp_180 > bn_bp_125__bp_150 > bn_bp_120__bp_125 > bn_bp_120__fan2,2760,,
EngineRoomC,w_fan_gnd,,Uprated radiator fan (GND),-,"To EA / engine-room ground stud, 8 AWG",0462-203-08141,OEM ground EA - right front fender,,,,Black,8,bn_bp_185__rad_fan_g > bn_bp_185__bp_210 > bn_bp_210__bp_240 > bn_bp_240__t_gnd_ea,865,,
EngineRoomC,w_fan_pwr,,Rad fan relay (uprated),87,"+12V out to rad fan, engine-room C add-on",280755-4,Uprated radiator fan (+),+,"From k_fan 87, 8 AWG",0462-203-08141,Red,8,bn_bp_1020__k_fan > bn_bp_990__bp_1020 > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_420__bp_450 > bn_bp_390__bp_420 > bn_bp_360__bp_390 > bn_bp_330__bp_360 > bn_bp_300__bp_330 > bn_bp_270__bp_300 > bn_bp_240__bp_270 > bn_bp_210__bp_240 > bn_bp_185__bp_210 > bn_bp_180__bp_185 > bn_bp_180__rad_fan,2800,,
EngineRoomC,w_fb_k_eps_30,,HCFB-H4,1,"HCFB H4, 60A AMI - EPS pump relay 30 ONLY *",,"MR-S EHPS pump relay (HCR150, engine bay)",30,"Fused +12V in (HCFB H4 60A, ST185-B-ECU)","(ring lug, 8 AWG, M6)",Red,8,bn_bp_1230__dm_hcfb_h4 > bn_bp_1200__bp_1230 > bn_bp_1170__bp_1200 > bn_bp_1140__bp_1170 > bn_bp_1110__bp_1140 > bn_bp_1080__bp_1110 > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_bp_990__bp_1020 > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_450__k_eps,1860,,
EngineRoomC,w_gnd_eb,,"Engine block stud - lug 2, 4 AWG to EB",,,,OEM ground EB - left front fender,,,,Black,4,bn_bp_720__t_eng_block_2 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_420__bp_450 > bn_bp_390__bp_420 > bn_bp_360__bp_390 > bn_bp_330__bp_360 > bn_bp_300__bp_330 > bn_bp_270__bp_300 > bn_bp_240__bp_270 > bn_bp_210__bp_240 > bn_bp_210__t_gnd_eb,3250,,
EngineRoomC,w_gnd_id,,Cabin PDB (glove box),GND,Cabin ground bus,"(ring lug, sized to cable)",OEM ground ID - left kick panel,,,,Black,53.5 mm2,bn_pdb__bp_960 > bn_bp_960__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__t_gnd_id,2220,,
EngineRoomC,w_gnd_ig,,Cabin PDB (glove box),GND,Cabin ground bus,"(ring lug, sized to cable)","OEM ground IG - R/B4 set bolt, right kick",,,,Black,53.5 mm2,bn_pdb__bp_960 > bn_bp_960__t_gnd_ig,400,,
EngineRoomC,w_hl_twin,,OEM J/B2 2A (engine room main),3,15A HEAD LH (inner circuit) - PMU O1,(generic),OEM J/B2 2D (engine room main),2,15A HEAD LH twin of 2A-3 - dummy-header jumper,(generic),Red,14,bn_bp_360__oem_jb2_2a > bn_bp_330__bp_360 > bn_bp_330__oem_jb2_2d,2730,,
EngineRoomC,w_hr_twin,,OEM J/B2 2A (engine room main),6,15A HEAD RH (inner circuit) - PMU O2,(generic),OEM J/B2 2D (engine room main),6,15A HEAD RH twin of 2A-6 - dummy-header jumper,(generic),Red,14,bn_bp_360__oem_jb2_2a > bn_bp_330__bp_360 > bn_bp_330__oem_jb2_2d,2730,,
EngineRoomC,w_hv_mrs_en_e,,BH-B-c14,1,Bulkhead B cavity 14 → MRS EPS pump logic *,,MR-S EHPS pump (A power / B signal / C ignition),C-1,"[C 90980-10942 pin 1] IG-switched, F13 7.5A *","(Toyota TS terminals, supplied with owned housings)",Red,20,bn_bp_960__dm_bh_b_eng_c14 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_420__bp_450 > bn_bp_390__bp_420 > bn_bp_390__mrs_eps,1770,,
EngineRoomC,w_jump,,"Starter B+ post - lug 3, 2 AWG to jump post",,,,Engine-bay jump post,1,Tied to starter B+ / RADLOK +,"(ring lug, sized to cable)",Red,2,bn_bp_840__t_starter_b_3 > bn_bp_840__bp_870 > bn_bp_870__jump_pos,2410,,
EngineRoomC,w_k_eps_86,,sp_sw12-Splice,1,Ignition-switched +12V splice (sp_sw12) *,,"MR-S EHPS pump relay (HCR150, engine bay)",86,Coil + IG-switched 12V,282110-1,Red,18,bn_bp_1260__dm_sp_sw12_Splice > bn_bp_1230__bp_1260 > bn_bp_1200__bp_1230 > bn_bp_1170__bp_1200 > bn_bp_1140__bp_1170 > bn_bp_1110__bp_1140 > bn_bp_1080__bp_1110 > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_bp_990__bp_1020 > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_450__k_eps,1870,,
EngineRoomC,w_mrs_e,,BH-A-c36,1,Bulkhead A cavity 36 → ECU-A A27 *,,MR-S EHPS pump (A power / B signal / C ignition),B-2,[B 90980-10897 pin 2] SPD Out *,"(Toyota TS terminals, supplied with owned housings)",Pink,20,bn_bp_900__dm_bh_a_eng_c36 > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_420__bp_450 > bn_bp_390__bp_420 > bn_bp_390__mrs_eps,1460,,
EngineRoomC,w_pdb_am1,,Cabin PDB (glove box),AM1,40A fused AM1 to IE1-10 / I9-4,"(ring lug, sized to cable)","OEM IE1 (left kick, ER main <-> cowl)",10,W  AM1 to ignition I9-4,(generic),White,8,bn_pdb__bp_960 > bn_bp_960__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__oem_ie1,2190,,
EngineRoomC,w_pdb_am2,,Cabin PDB (glove box),AM2,30A fused AM2 to IE1-17 / I9-10,"(ring lug, sized to cable)","OEM IE1 (left kick, ER main <-> cowl)",17,B-R AM2 to ignition I9-10,(generic),Brown,10,bn_pdb__bp_960 > bn_bp_960__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__oem_ie1,2190,,
EngineRoomC,w_pdb_jb1,,Cabin PDB (glove box),OEM HOT,60A fused OEM HOT - always-hot feed to J/B No.1 1I-1 (6 AWG),"(ring lug, sized to cable)","OEM J/B1 1I (left kick, ER main)",1,Always-hot B from FL ALT - PRIMARY J/B1 B+,(generic),White,6,bn_pdb__bp_960 > bn_bp_960__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__oem_jb1_1i,2140,,
EngineRoomC,w_pdb_pmu,,Cabin PDB (glove box),PMU M6,Glove-box body block feed stud (ex-PMU),"(ring lug, sized to cable)","Glove-box body block (fuses + relays, ex-J/B2)",IN,"Feed from PDB stud, ANL 100 A","(ring lug, sized to cable)",Red,4,bn_pdb__bp_960 > bn_bp_960__bp_990 > bn_bp_990__pmu,520,,
EngineRoomC,w_pdb_rln,,Cabin PDB (glove box),GND,Cabin ground bus,"(ring lug, sized to cable)",RADLOK - firewall,1,heavy DC -,(integral - RL00801-50),Black,53.5 mm2,bn_pdb__bp_960 > bn_bp_960__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__rl_neg_fw,720,,
EngineRoomC,w_pdb_rlp,,Cabin PDB (glove box),ALT/STR,To RADLOK +  (starter / 160 A alt),"(ring lug, sized to cable)",RADLOK + firewall,1,heavy DC +,(integral - RL00801-50),Red,53.5 mm2,bn_pdb__bp_960 > bn_bp_960__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__rl_pos_fw,770,,
EngineRoomC,w_pmu_dome,,"Glove-box body block (fuses + relays, ex-J/B2)",DM,"DOME - 20 A fuse, always-hot -> J/B2 2E-4","(ring lug, sized to cable)",OEM J/B2 2E (engine room main),4,20A DOME *,(generic),Red,12,bn_bp_990__pmu > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_420__bp_450 > bn_bp_390__bp_420 > bn_bp_360__bp_390 > bn_bp_330__bp_360 > bn_bp_300__bp_330 > bn_bp_300__oem_jb2_2e,3200,,
EngineRoomC,w_pmu_gnd,,"Glove-box body block (fuses + relays, ex-J/B2)",GND,Chassis / PDB ground,"(ring lug, sized to cable)",Cabin PDB (glove box),GND,Cabin ground bus,"(ring lug, sized to cable)",Black,4,bn_bp_990__pmu > bn_bp_960__bp_990 > bn_pdb__bp_960,520,,
EngineRoomC,w_pmu_hl,,"Glove-box body block (fuses + relays, ex-J/B2)",HL,"HEAD LH - relay 87, 15 A fuse -> J/B2 2A-3 *","(ring lug, sized to cable)",OEM J/B2 2A (engine room main),3,15A HEAD LH (inner circuit) - PMU O1,(generic),Red,14,bn_bp_990__pmu > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_420__bp_450 > bn_bp_390__bp_420 > bn_bp_360__bp_390 > bn_bp_360__oem_jb2_2a,3110,,
EngineRoomC,w_pmu_horn,,"Glove-box body block (fuses + relays, ex-J/B2)",HZ,HAZ-HORN - 15 A fuse -> J/B2 2E-3,"(ring lug, sized to cable)",OEM J/B2 2E (engine room main),3,PROBE: inner cct = 15A HAZ-HORN *,(generic),Red,14,bn_bp_990__pmu > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_420__bp_450 > bn_bp_390__bp_420 > bn_bp_360__bp_390 > bn_bp_330__bp_360 > bn_bp_300__bp_330 > bn_bp_300__oem_jb2_2e,3200,,
EngineRoomC,w_pmu_hr,,"Glove-box body block (fuses + relays, ex-J/B2)",HR,"HEAD RH - relay 87, 15 A fuse -> J/B2 2A-6 *","(ring lug, sized to cable)",OEM J/B2 2A (engine room main),6,15A HEAD RH (inner circuit) - PMU O2,(generic),Red,14,bn_bp_990__pmu > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_420__bp_450 > bn_bp_390__bp_420 > bn_bp_360__bp_390 > bn_bp_360__oem_jb2_2a,3110,,
EngineRoomC,w_pmu_rtr,,"Glove-box body block (fuses + relays, ex-J/B2)",RT,"RTR - relay 87, 30 A fuse -> J/B2 2E-2","(ring lug, sized to cable)",OEM J/B2 2E (engine room main),2,PROBE: inner cct = 30A RTR *,(generic),Red,10,bn_bp_990__pmu > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_660__bp_690 > bn_bp_450__bp_660 > bn_bp_420__bp_450 > bn_bp_390__bp_420 > bn_bp_360__bp_390 > bn_bp_330__bp_360 > bn_bp_300__bp_330 > bn_bp_300__oem_jb2_2e,3200,,
EngineRoomC,w_rb2,,Cabin PDB (glove box),FUSE IN,Cabin fuse block IN,"(ring lug, sized to cable)",OEM R/B2 (left kick),PWR1,30A POWER fuse input,(generic),Red,10,bn_pdb__bp_960 > bn_bp_960__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__bp_1200 > bn_bp_1200__oem_rb2,2100,,
EngineRoomC,w_rb4,,Cabin PDB (glove box),FUSE IN,Cabin fuse block IN,"(ring lug, sized to cable)","OEM R/B4 (right kick, by glove box)",HTR1,40A HEATER fuse input,(generic),Red,8,bn_bp_900__pdb > bn_bp_900__oem_rb4,360,,
EngineRoomC,w_rl_pos,,RADLOK + firewall,1,heavy DC +,(integral - RL00801-50),RADLOK + engine,1,heavy DC +,(integral - RL00801-50),Red,53.5 mm2,bn_bp_1050__rl_pos_fw > bn_bp_1020__bp_1050 > bn_bp_990__bp_1020 > bn_bp_990__rl_pos_eng,910,,
EngineRoomC,w_rln,,RADLOK - firewall,1,heavy DC -,(integral - RL00801-50),RADLOK - engine,1,heavy DC -,(integral - RL00801-50),Black,53.5 mm2,bn_bp_1080__rl_neg_fw > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_bp_1020__rl_neg_eng,810,,
EngineRoomC,w_rln_blk,,RADLOK - engine,1,heavy DC -,(integral - RL00801-50),"Engine block ground stud, 1/0, jump lug",,,,Black,53.5 mm2,bn_bp_1020__rl_neg_eng > bn_bp_990__bp_1020 > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_720__bp_750 > bn_bp_690__bp_720 > bn_bp_690__t_eng_block,2070,,
EngineRoomC,w_rlp_str,,RADLOK + engine,1,heavy DC +,(integral - RL00801-50),"Starter B+ post, jump lug, 1/0",,,,Red,53.5 mm2,bn_bp_990__rl_pos_eng > bn_bp_960__bp_990 > bn_pdb__bp_960 > bn_bp_900__pdb > bn_bp_870__bp_900 > bn_bp_840__bp_870 > bn_bp_810__bp_840 > bn_bp_780__bp_810 > bn_bp_750__bp_780 > bn_bp_750__t_starter_b,2180,,
EngineRoomC,w_trunk_neg,,"Trunk battery -  (1/0, jump lug)",,,,Cabin PDB (glove box),GND,Cabin ground bus,"(ring lug, sized to cable)",Black,53.5 mm2,bn_bp_2460__t_trunk_neg > bn_bp_2430__bp_2460 > bn_bp_1350__bp_2430 > bn_bp_1320__bp_1350 > bn_bp_1290__bp_1320 > bn_bp_1260__bp_1290 > bn_bp_1230__bp_1260 > bn_bp_1200__bp_1230 > bn_bp_1170__bp_1200 > bn_bp_1140__bp_1170 > bn_bp_1110__bp_1140 > bn_bp_1080__bp_1110 > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_bp_990__bp_1020 > bn_bp_960__bp_990 > bn_pdb__bp_960,3700,,
EngineRoomC,w_trunk_pos,,"Trunk battery +  (1/0, jump lug)",,,,Cabin PDB (glove box),BAT+,Trunk battery + 1/0,"(ring lug, sized to cable)",Red,53.5 mm2,bn_bp_2430__t_trunk_pos > bn_bp_1350__bp_2430 > bn_bp_1320__bp_1350 > bn_bp_1290__bp_1320 > bn_bp_1260__bp_1290 > bn_bp_1230__bp_1260 > bn_bp_1200__bp_1230 > bn_bp_1170__bp_1200 > bn_bp_1140__bp_1170 > bn_bp_1110__bp_1140 > bn_bp_1080__bp_1110 > bn_bp_1050__bp_1080 > bn_bp_1020__bp_1050 > bn_bp_990__bp_1020 > bn_bp_960__bp_990 > bn_pdb__bp_960,3750,,
WheelSpeed,cab_fl_n,cab_fl,ABS Wheel Speed FL,2,VR- (front left),0462-201-16141,VRC Front - IN-L,2,VR- in (FL),(integral screw clamp - 99 3363 100 04),Green,20,bn_bp_390__wss_fl > bn_bp_390__vrc_f_out > bn_vrc_f_out__bp_870 > bn_bp_870__vrc_f_inl,1860,,
WheelSpeed,cab_fl_p,cab_fl,ABS Wheel Speed FL,1,VR+ (front left),0462-201-16141,VRC Front - IN-L,1,VR+ in (FL),(integral screw clamp - 99 3363 100 04),White,20,bn_bp_390__wss_fl > bn_bp_390__vrc_f_out > bn_vrc_f_out__bp_870 > bn_bp_870__vrc_f_inl,1860,,
WheelSpeed,cab_fl_sh,cab_fl,VRC Front - IN-L,3,Screen (FL) - wire inside box to case ring *,(integral screw clamp - 99 3363 100 04),,,,,Shield,20,,,,
WheelSpeed,cab_fout_5v,cab_fout,sp_5v-Splice,1,"Dummy - real part on the owning drawing, 6.15",,VRC Front - OUT,1,+5V from ECU sensor supply,(integral screw clamp - 99 3362 100 04),Orange,20,bn_bp_1020__dm_sp_5v_Splice > bn_bp_990__bp_1020 > bn_bp_870__bp_990 > bn_vrc_f_out__bp_870,630,,
WheelSpeed,cab_fout_fr_sh,cab_fout_fr,sp_shield_b (wired on ST185-A-ECU),c1,Rear VRC output screen and the front FR *,,,,,,Shield,20,,,,
WheelSpeed,cab_fout_gnd,cab_fout,sp_gndout-Splice,1,"Dummy - real part on the owning drawing, 6.15",,VRC Front - OUT,2,Sensor ground,(integral screw clamp - 99 3362 100 04),Black,20,bn_bp_1050__dm_sp_gndout_Splice > bn_bp_1020__bp_1050 > bn_bp_990__bp_1020 > bn_bp_870__bp_990 > bn_vrc_f_out__bp_870,640,,
WheelSpeed,cab_fout_l,cab_fout,VRC Front - OUT,3,Conditioned pulse out (FL),(integral screw clamp - 99 3362 100 04),ECU-A-a23,1,"Dummy - real part on the owning drawing, 6.15",,Blue,20,bn_vrc_f_out__bp_870 > bn_bp_870__bp_990 > bn_bp_990__dm_ecu_a_a23,620,,
WheelSpeed,cab_fout_r,cab_fout_fr,VRC Front - OUT,4,Conditioned pulse out (FR),(integral screw clamp - 99 3362 100 04),ECU-B-b21,1,"Dummy - real part on the owning drawing, 6.15",,Violet,20,bn_vrc_f_out__bp_870 > bn_bp_870__bp_990 > bn_bp_990__bp_1020 > bn_bp_1020__bp_1050 > bn_bp_1050__bp_1080 > bn_bp_1080__bp_1110 > bn_bp_1110__bp_1140 > bn_bp_1140__bp_1170 > bn_bp_1170__dm_ecu_b_b21,740,,
